movieId,tagenc
47,9469 16197 17047 910 14900 17047 13291 16197 17047 17927 1265 11570 13682 4714 5654 17047 18556 11142 4714 17047 11131 4714 5654 16016 9957 1265 11425 5654 14963 15994 17047 13682 11279 14963 15742 17047 17047 11279 11570 5654 14963 15994 16197 17047 19262 18556 12865 9469 1265 11279 11425 11570 13682 4714 5654 15994 16197 17047 18904 9469 1265 11142 11279 11570 11663 12827 12908 13291 4714 5654 14963 15742 15881 16192 16197 16484 17047 18556 18904 9469 9708 1265 11570 11663 5654 14900 15881 15994 16484 18556 18562 18904 11132 11570 12727 12962 12984 14551 5136 15439 7186 18556 9957 12908 15994 10508 11570 5654 15616 15742 1265 1713 11570 4714 5654 1265 11570 4714 16484 12908 6179 1265 11142 11279 2133 11570 13682 4714 5654 15881 16197 16484 18556 5654 15994 7320 17047 18556 12908 1265 1713 13291 5654 18556 1265 9469 11570 12908 3392 4714 9469 11279 13682 15742 17047 1265 11142 13459 13682 4714 5654 15994 16484 17047 18556 17047 17047 18556 11428 17047 1265 11142 4714 17047 1265 11425 5654 17047 12908 1265 11425 5654 17047 17886 16192 16197 17047 1941 11570 4714 1265 11142 17047 5654 16197 17047 15742 16484 18556 9469 9957 1265 1713 11279 11425 11570 12962 13682 4714 5654 14963 15742 15881 15994 16197 16484 18562 18904 1265 11279 11570 4714 5654 16197 18556 11132 11142 11570 11663 12832 12950 13459 15994 16197 16484 17047 18556 18562 17047 4714 11570 14814 17047 3763 4714 1265 4714 5654 17047 18556 12908 12908 11142 11570 5654 15742 16197 17047 18556 18904 16197 17047 18556 16197 18556 16197 18556 18562 5654 15994 16197 12908 1265 16197 1265 11279 11570 13682 4714 5654 16197 17047 18556 11142 13682 15994 17047 17898 18229 12837 9957 11142 11663 18562 15994 16197 17047 10168 15994 18556 18904 11279 11540 11570 13291 5654 15881 15994 16197 18556 11142 11570 5654 15994 16197 16987 17047 18556 9469 12908 15742 17047 18904 11142 11279 11570 16197 16484 17047 18556 17047 5654 17047 18556 11570 15742 15994 16197 18556 1947 1265 2133 5654 11142 14963 15994 6597 16197 17047 18562 16987 16195 9957 1265 11663 3392 13291 4714 5654 17047 17927 18552 11279 11570 18229 16192 17047 18556 13459 16197 17047 18556 1265 1713 11142 13291 13682 5654 14963 15994 16484 17047 18556 18904 16887 17047 11570 12908 13291 4714 5654 15742 18904 10168 11570 4714 14963 15994 18556 18562 17047 9469 11279 1265 11570 16197 17047 18556 18562 18904 18972 12908 1265 11570 5654 15994 16484 16197 17047 18556 16197 18556 9469 1265 2133 11570 3392 4714 5654 18229 18556 18899 8099 8463 10168 11308 12984 14814 18556 5654 18556 12908 9469 9957 1265 11279 11570 11997 12727 12962 13682 4714 14551 5654 15742 15881 16192 17047 18556 1265 4714 18556 10168 16987 4714 18556 11142 17047 11142 13682 14963 16197 18556 17047 18556 2133 11279 11570 16197 16197 17047 9469 11279 11570 4714 15994 16197 12908 16197 18556 12908 11570 5654 15994 18556 12908 155 16197 1265 11142 11279 13291 5654 14963 15994 16484 17047 18556 9185 9469 10168 11279 11570 13682 4714 14814 14963 15994 16192 16197 17047 18556 2133 11142 13682 17124 1265 12908 4714 5654 17047 18556 1265 4714 5654 12908 9469 11886 13682 17047 11142 2133 11663 14963 18229 8392 12908 11142 13682 5654 17047 9469 1265 11142 2133 12908 13291 13459 4714 5654 15742 15994 16197 16484 17047 18556 18904 12908 9469 16192 17047 18556 5654 4714 5654 18556 5654 15188 17047 1265 11570 5654 15881 15994 16197 16484 18556 1265 4714 5654 18562 1265 9469 11142 11279 13682 14963 16192 18556 1265 11279 11570 4714 5654 18556 4714 15994 12908 2133 12908 17047 18556 1265 5654 17047 9469 11570 5654 1265 13682 4714 5654 15994 16197 17047 18556 18562 18904 10168 14814 18556 16835 17753 11279 13291 4714 16197 16484 17047 18556 16192 16197 18556 1265 5654 17047 18556 12908 4714 8630 1265 17047 11142 11570 11663 12950 13291 13682 15881 15994 16197 17047 18229 18556 18562 18904 10378 17227 17047 12908 11570 13291 16197 1143 1713 12908 12984 13459 15881 16484 17047 18556 11570 18556 16192 16197 16197 9469 1265 11663 13291 4714 5654 14963 15742 16192 16197 17047 18556 14963 15884 17047 13291 14963 18556 1265 5654 16197 17047 12908 1265 11142 11279 11570 13291 4714 15742 15994 16197 16484 17047 9469 10960 15592 16197 17047 12908 12908 5654 4714 12908 12908 4714 5654 13291 6629 16346 18229 18904 17047 14814 15994 17047 18556 18562 16983 8282 19013 9469 16197 4714 5654 18556 1265 10168 14814 15881 6597 1265 11142 17047 18229 1265 5654 18562 11142 17047 9469 1265 11279 13459 4714 5654 15994 16192 16197 17047 18556 1265 17047 9185 10168 12908 17047 4714 15994 18556 9957 1265 11570 4714 5654 15994 16484 17047 18556 18556 13291 15881 16192 16197 12908 15602 17326 827 17047 17047 12908 9469 1265 11570 4714 14963 15994 16192 17047 18556 10168 11663 15889 19262 11997 7902 16197 18556 12908 17047 18122 18556 18556 2010 12908 5654 15742 16197 17047 18556 16192 16197 18556 1265 11279 11570 13459 13682 4714 5654 15742 15994 16197 16484 17047 15886 16484 17047 9957 1265 5654 17047 18556 18562 16197 12908 18556 18562 905 2025 16484 1265 11570 4714 5654 16197 18556 11570 13291 15742 18904 12908 11249 12827 1947 9469 11142 16197 17047 18229 18556 18904 17703 1265 11279 13291 1265 14963 16197 1265 4714 5654 18556 11943 17047 2133 12908 12908 4714 15994 18556 16197 17047 18556 10120 11425 11929 12950 13376 14114 14303 15358 16064 16484 17109 17123 17309 17326 7608 12908 1809 6629 5654 1265 18556 1265 11570 13291 5654 16192 16484 18229 18556 18904 16197 11142 17047 16197 18556 4714 5654 11142 17047 18827 8344 8345 1265 12908 9469 11279 11570 4714 
48,2320 6800 9297 13660 14926 18350 2653 2317 2318 5770 16073 16685 17512 17705 9297 2317 2169 5393 1516 13203 2317 5770 1516 2317 5727 12678 2320 1516 2317 2320 13660 6105 6106 2318 11443 17744 199 7880 4637 2317 2317 
49,5993 14083 14083 3070 6802 6291 10699 15599 15357 
50,15502 18556 18562 18556 1065 10370 10925 10976 13125 4714 6112 6115 17952 18229 18556 10925 11918 14670 17952 18556 10370 10942 13125 14670 17927 17952 18556 2093 17952 18556 1065 10925 4714 15502 17952 18556 1947 11918 12908 13125 4714 15502 17952 18556 14670 6155 5805 1373 3016 15502 18556 15502 18556 10925 11918 4714 17952 18556 15502 12036 12036 17241 4714 1065 10370 10721 10756 10925 10976 1947 2093 11918 12541 12908 13125 4714 5822 15502 17952 18229 18556 9349 18727 18727 10925 17952 18556 12877 4714 18556 18556 17750 17750 4714 5822 18556 15502 18229 18556 12036 13125 17952 18229 18556 4714 17952 18556 18493 18556 1065 10370 1947 2093 11918 13125 13459 4714 14670 15502 17952 18556 18562 10925 10976 4714 15502 6112 17952 18556 12877 17750 10925 10976 12381 12908 10925 17952 4714 17952 18493 18556 18556 1065 11918 12541 16240 12877 10925 1947 2093 12908 4714 14670 15502 6155 18493 18556 18556 13125 12036 1065 10370 10925 2093 12036 12541 13125 4714 15502 6112 6115 17952 18229 18556 15502 10925 10925 11918 3016 13125 4714 15502 125 11918 13125 17952 12877 4714 15502 4714 15502 18556 17241 1065 10925 11918 4714 13917 17750 12036 10925 10976 1947 13125 4714 14670 15502 17952 18493 18556 15047 13459 1947 12541 13125 15502 17952 12036 13917 18493 1065 12381 4714 17952 18556 17952 18556 4714 4714 18556 17750 12877 17952 10925 17952 18556 12381 4714 14670 15502 18556 10925 10976 11918 12908 13125 13459 4714 6155 17952 18493 13125 18556 12036 10976 18556 18899 12541 4714 17952 18229 18556 12877 17750 18493 12908 4714 17952 18556 18556 17750 10976 6112 16240 16016 17952 18727 10925 12541 12908 13125 4714 14670 17952 18556 10925 2093 12541 13125 15502 18556 17241 17241 10756 10925 11918 12541 3016 12655 12888 17952 18556 15502 16987 18556 17750 18556 12036 4714 18556 10925 18556 18899 13459 18976 1947 4714 14670 17952 18556 18556 15846 17927 1065 11918 13125 4714 15502 17952 18556 18556 4714 18556 15502 18556 13459 10976 18556 11918 17952 18229 18556 12270 15592 18727 14937 16017 10370 10976 2093 12908 13125 14670 17952 18556 4714 18556 12877 17750 12036 4714 18556 4714 4714 18556 4714 10925 2093 11918 13459 4714 15502 6112 17952 18556 10925 12908 14670 18556 14670 4714 17952 18229 18556 10132 11725 15592 17373 18556 4714 14670 18556 9468 4714 17544 18556 18899 10370 10721 10925 10976 2093 2502 11918 12381 12541 13125 4714 14670 5822 15502 6112 6115 6155 15592 6629 6656 6659 17952 18493 18556 19143 10942 10925 10976 4714 14670 17952 18556 10925 18556 1065 10371 3016 4714 18556 1065 12541 4714 18556 15502 9641 12036 12877 17750 10925 12908 4714 18493 1065 10925 18556 18556 4714 14670 18556 12877 152 4714 15502 1065 13459 4714 18556 18556 10976 4714 18556 1373 11142 14963 18556 11918 12036 4714 17952 18556 1065 12908 13459 17952 18556 1065 1947 11918 4714 15502 18556 12877 4714 17750 17952 18556 1065 10925 10926 10976 4714 6112 17952 18556 18556 4714 12541 4714 17952 18556 10925 4714 12036 10925 10976 4714 18556 4714 15502 18556 2093 5711 10925 4714 17952 18556 12381 12908 4714 18556 15502 18556 10756 1947 11918 13125 14750 14963 17750 18229 18556 8957 1065 1373 10721 10925 11142 11918 13125 4711 4714 5021 5822 6387 18229 18556 18899 10925 10976 13125 4714 18556 12036 12908 12036 10925 18229 11427 11750 10976 11918 15502 17952 10925 18556 4714 18556 12541 18493 19143 10976 1947 2093 18229 18556 12036 15599 11918 3016 18556 12036 4714 10925 12541 13125 14963 15502 6112 17952 18556 18899 8630 10925 10976 1947 2093 13125 14670 15502 17952 18229 18493 18556 10508 10925 12036 14963 17952 18229 18556 4714 17952 18556 10925 12877 4714 17750 18556 10756 10976 2663 11918 13125 13459 18556 6112 1065 1947 3016 4714 18556 14670 17952 18556 12908 14670 11918 4714 17952 18556 12877 17750 12877 17750 12036 10925 14963 18562 12036 4714 12877 12036 17241 1065 4714 6629 16346 15502 11142 13125 10925 17952 18556 18639 10756 10925 12908 13125 15502 18556 4714 15502 18556 16983 12036 4714 18556 6112 19011 15502 18556 18556 6112 12908 12908 14670 18556 11750 4714 18556 12036 1065 11918 12381 4714 14670 18556 15502 18556 4714 17952 10976 1947 12541 15502 17952 18229 18556 12036 15602 18556 10132 18556 12877 17750 10927 12036 15502 18556 10253 1065 4714 18556 12036 10942 10925 1947 12908 18556 17750 18556 12877 17750 10925 10976 1947 2093 16240 16596 18493 18556 18827 10925 12541 12908 14670 17952 18493 18556 18556 10925 4714 18556 10920 10925 10976 4714 18556 17750 18556 1065 10925 12908 4714 18556 905 1428 1947 4714 17952 19143 10927 1065 10370 10925 10976 2093 11918 12541 13125 4714 15502 18556 18562 10370 10925 10976 12036 12908 13125 17750 12877 15502 17750 18552 19143 10721 10925 11142 13459 4714 18556 1947 17750 11943 18556 12771 12877 17750 12877 17750 18556 11918 12908 4714 18556 14111 8954 14963 10925 4714 18556 17750 10925 11918 12541 12908 4714 15502 17952 18556 10031 1809 6629 1947 12036 10925 10976 4714 15502 6112 10976 4714 6112 18229 18556 10976 1947 4714 5822 15846 18556 11142 18493 8344 17750 7901 17750 10925 17952 18556 10925 1947 13125 4714 14670 18229 18556 
52,8791 8791 8791 8791 8791 8791 8791 9014 16127 16983 19013 6113 1428 11943 8791 
53,13465 3174 15063 15290 
54,17447 
55,14935 76 
57,14256 11761 4278 10132 11761 6957 6957 
58,15864 13724 6238 15864 7556 19280 5328 6238 13721 9879 13721 5493 9879 15865 19277 15441 19280 9873 9879 6238 15864 15865 19277 15720 13724 15864 9873 9879 13721 15864 15865 19277 19280 10132 15865 13721 13721 5328 15864 7556 10132 13721 15865 19277 
59,70 6972 
60,9824 9824 2922 7780 9824 13539 14336 
61,4412 18872 1428 
62,13600 14859 14910 18039 18051 11804 11858 13600 13602 6865 13162 13170 13602 16138 11858 17796 5691 6059 6865 8743 16987 13600 5727 7753 14910 18051 16791 14910 10747 11804 13162 13600 16855 18039 11858 14910 9786 10543 10747 10928 12263 13162 16791 13600 6865 18039 1428 12263 16791 
63,8654 8654 8654 8654 12823 15651 2998 
64,7284 
65,10264 6343 17697 6534 6534 1463 5948 15264 17796 3232 6343 
66,1936 13458 11244 13458 1936 
67,416 10890 15720 
68,18847 5987 10005 14268 10005 15353 16253 
69,17730 1698 3740 12541 12502 3740 12502 12541 3740 1698 3740 17810 911 1229 1857 1698 12502 12936 3740 17810 2751 19185 12502 12684 12936 10860 12541 12684 12936 3740 
70,18556 7481 17598 18899 18842 10069 18789 10239 10350 11199 3116 12827 13291 13308 13632 14608 15846 6617 6990 7481 17769 7978 18556 18788 18789 18899 11199 14608 6617 7481 18789 18899 11197 11199 17439 7978 2086 18556 18788 18789 18899 8957 12541 7978 18789 11197 11197 18271 17769 18789 11199 6617 18556 10350 12651 12827 6617 18556 18788 18789 12424 11197 11199 7978 11199 6617 3116 3494 18556 7978 9797 10239 3116 13291 14608 6617 7240 7481 18556 11199 6617 18556 11197 11197 7978 18899 5992 11199 5992 6617 6990 17598 7978 18899 11197 2288 6617 6990 7978 15846 18789 11199 3116 13291 14608 6617 6990 7240 7481 17598 7978 18556 18789 18899 11199 12827 17439 17598 18556 11197 11199 6617 17439 17598 11197 18122 10350 6617 17439 11197 11197 11197 6990 11197 12827 17598 18789 3116 13291 13308 14608 6617 18789 18899 3116 13308 5992 6990 18789 15599 7978 12827 14608 5992 6617 17598 7978 18899 10350 3494 13926 6617 7240 18789 18789 11199 6617 11197 11197 16983 4562 6617 7240 10239 11199 3116 12827 13291 13308 13632 14608 5992 6617 6990 7481 17439 17598 7978 18556 18788 18789 18899 1125 3116 15352 6617 6990 17769 11197 18789 18899 10239 3116 12827 6617 7240 17769 18789 18899 1125 10350 11199 6617 18789 11199 13291 6617 6990 7481 17439 18556 18899 10253 18788 2086 12943 6617 6990 18788 18789 18899 11199 5992 18556 11199 11197 3116 7481 18789 3116 3494 6617 7240 17598 18556 18789 11197 905 1428 11197 11199 12541 12827 3494 13291 6617 6990 17830 18789 18899 3116 13291 13632 6617 6990 18789 11197 11197 18789 9796 9845 9973 10239 10350 10444 12516 13308 13632 14608 14954 15446 15731 16007 17135 17415 7620 17439 17598 17769 18028 19126 11197 18789 6617 18789 10069 7481 
71,5994 
72,14161 18013 18627 19192 19201 19286 10132 10695 1868 1955 11443 14161 14209 15183 18013 18633 19192 19286 1868 1868 1955 5909 8416 5909 8698 15183 16274 
73,12437 15485 8798 4221 14053 8989 9607 1793 8798 9810 10471 14257 
74,10564 7061 12711 7061 5312 10564 10564 16016 
75,7788 3232 
76,13291 15970 15970 9426 13291 6467 15973 17439 18271 9426 9426 13291 18271 15970 5994 9426 15973 6467 6467 6467 16660 6467 9426 6467 15970 17439 9426 6467 15970 6467 6467 16862 9426 13291 15970 16660 16862 17439 
77,9996 11911 14910 
78,5994 3908 7387 15357 16584 
79,5994 1304 15357 
80,1643 2295 5024 3939 11211 12707 12743 14762 5820 15442 17234 7192 17415 17481 8014 
81,2249 9448 12502 13217 14740 15502 16584 16749 6780 6780 2268 18624 15190 17828 15599 1852 12584 
82,15061 5988 12284 13620 14083 14460 5988 17785 13620 17785 5727 129 5265 12200 17785 8288 14083 15353 13731 1029 14460 17785 6103 
83,152 9810 9989 5609 16298 16991 
85,126 256 5987 5987 11296 5987 6465 126 10914 16958 256 8980 8524 126 9810 15353 16958 14636 8180 
86,6909 16764 10890 16764 3602 6909 17743 3602 6909 11805 1428 10890 11918 16764 17743 
87,4679 7135 
88,1674 11776 1674 6357 15904 7305 10644 15248 11776 10860 
89,4428 1740 4428 4315 4428 17952 17990 14478 4428 10041 10579 10976 11838 12850 13308 13925 15442 18246 8532 19152 19270 
92,16459 1463 4388 19111 4140 19111 
93,8681 675 18789 1428 
94,9865 12507 5338 5760 8409 12507 5760 8409 13361 5760 18899 9469 9865 9899 14257 8409 14192 8409 5338 5338 5760 8409 5760 7999 5338 5760 12507 5760 6547 5760 5760 1428 6547 5760 
95,8962 8962 12426 4417 8458 8957 8957 1708 4417 4424 5243 14646 15341 6629 16887 8458 4417 4424 8630 14646 19007 8962 1428 4417 4424 
96,4687 18189 
97,10717 9253 10020 10048 10955 11249 11570 11704 12490 12684 12967 16381 17450 2968 16381 11570 17450 10048 11249 16298 9253 10008 10048 10955 11249 11570 15439 17450 17450 12490 17450 220 10020 10955 12490 12967 12490 10020 12967 17450 10020 16298 17450 8539 9253 10008 10020 10048 1470 10807 10955 11249 11570 11704 12684 15648 6629 16298 16628 17450 10020 11570 17450 155 2967 10020 11249 12490 16298 17450 564 1955 5334 15648 17717 16298 10020 12967 10955 11704 12490 17450 220 11249 12490 12684 12967 16381 17450 17717 8539 904 11943 10020 14533 14719 16628 17450 12490 8344 9253 10020 10048 12490 12967 15648 17450 
98,18974 11492 4528 18974 
100,11048 416 3471 416 416 15904 15599 15904 11048 1428 
101,5089 15597 15399 11319 13361 5726 16265 7192 17971 18013 8381 19192 1161 8680 18293 5089 6175 16265 15032 11142 11146 12502 13125 14257 14557 14826 15399 16265 17373 17971 18209 1161 8680 7192 16987 15399 8680 6671 7931 7946 16987 8680 1955 8680 8680 16265 8956 11492 8051 12936 5726 8680 8680 11142 15399 16265 5089 15597 16265 8381 8680 2025 5726 15399 17971 15597 8680 8680 
102,17796 5850 
103,
104,350 12745 17632 17103 17621 350 1219 10860 12745 17632 12745 17632 350 12426 350 3502 350 350 1219 12745 13174 7703 350 17632 350 1219 1495 3236 350 1495 1733 19314 16987 350 19314 8415 16419 5727 350 13027 350 18134 350 3236 2244 350 16987 10860 350 2853 2330 19314 12745 17632 12745 12745 13224 8979 350 1219 1495 1733 10860 2244 2330 2853 12745 13027 3502 13224 16419 16987 17103 17621 17632 18134 19314 350 3502 17632 12745 1428 16987 350 10860 12745 350 
105,9024 9034 8989 17029 11372 13107 14308 17029 18054 18990 19192 10564 1029 1243 983 1818 5420 1818 9034 9034 10011 5420 17029 18990 14266 9034 13107 9810 3821 15660 9034 10011 1818 5420 16371 16685 16978 904 9034 1029 
107,5699 15783 18486 18486 18486 14899 8151 18486 18486 18486 18486 18486 1173 15783 8151 1152 2135 4162 7794 8151 18486 18486 18486 18486 18486 18486 18486 18486 18486 14899 15783 18486 18486 18486 18486 18486 18486 18486 18486 14899 15783 14899 9810 9808 12464 16229 6974 18007 18486 18486 18486 14899 9810 1152 1173 2135 12464 4162 14899 15783 7794 18007 8151 10890 18486 18486 18486 15783 18486 18486 18486 
110,11663 13195 5385 14525 5994 7356 8367 5385 14507 8957 10210 13195 3602 14507 17983 15592 6155 9821 12827 14455 5393 12487 5393 5393 16593 9873 13168 7356 13835 10721 11771 12434 14046 15660 15866 17970 18919 5393 17373 5393 15592 10210 10721 14507 1280 10721 11663 11906 13195 13459 5393 6108 17983 18979 18979 5393 18979 8957 5393 5994 6108 16584 10439 14507 5393 7356 5393 8957 10721 13195 3602 14507 5994 6095 7356 11663 5393 5393 9996 15592 16895 17983 14507 8957 10183 5393 5994 8957 11663 14507 18979 5393 5393 5994 9025 9821 10210 11906 13195 13459 13600 5393 6097 6108 18979 17223 16584 7356 5994 7356 11663 11906 13195 16584 16895 18979 8957 10721 13195 5385 14525 5994 6095 6108 7356 18979 13195 18979 14507 6373 5393 18976 10721 13195 14507 5994 16584 17983 18904 13195 5393 16584 10439 8957 11663 14507 13459 8957 14507 8957 1183 10210 11906 13195 14507 5393 5994 18979 11625 5393 8957 13600 14525 5994 16584 7356 17163 17811 14507 14525 16895 14507 5393 14507 6095 6108 1183 10721 13195 13459 5393 6095 6097 6108 11750 16895 13195 14507 10277 8957 14507 13195 13198 13204 14507 14525 10721 69 3602 8957 10721 6095 6108 5393 11663 14507 18979 6108 15592 8957 1183 10721 13195 14507 5393 5994 6095 18979 1183 10721 14507 17983 18979 8957 11930 18979 8957 14507 17983 1113 11930 18904 11663 13195 13600 16584 8957 14507 5393 16584 18979 1183 10209 11663 11906 13195 14198 14507 5393 6108 6155 18979 8957 16584 11930 17723 11663 13139 5393 7356 11906 13195 14507 5994 6095 11663 1183 12827 14525 15592 18326 8630 11663 5994 16584 17983 18904 18979 7356 11930 3602 14507 5393 2663 9989 10247 13459 14198 14507 15357 16584 7356 18919 9019 5393 6108 5393 16593 10210 11906 13195 3602 5393 5994 10247 12382 11906 5393 6095 3372 12131 7356 9821 10721 13195 13600 5393 18979 13195 3602 13600 5994 16584 10210 11930 12487 13600 13601 5393 13139 13195 16685 12487 13195 6108 281 284 5393 6095 6097 6108 7356 13195 18979 6095 6097 6108 18492 16895 5393 9923 15602 18979 5393 5393 6108 9851 13149 14507 15908 17003 9821 10210 10721 13600 5994 6095 6108 8957 10721 18979 11986 13598 8957 9025 11663 12993 14525 5053 1183 13600 14525 6095 6108 8954 9821 12827 15676 17744 15592 6179 1183 9996 10721 13195 3602 14507 5393 17983 18904 18979 6108 2010 11078 18904 9821 14507 16584 18923 905 2025 11663 9703 13195 14198 7356 17373 10210 10721 3602 13459 13600 6095 6097 6108 10247 11663 11930 12487 18979 12487 17983 8957 18979 5393 14533 13195 14525 16584 7356 8957 1183 10210 11906 13195 14507 5994 16584 18979 14525 14507 7356 18979 12131 16593 3014 15592 8344 
111,909 17083 1775 6955 9469 11279 4278 14453 17450 14195 5286 6955 11199 11570 15636 17450 9469 10721 11199 11279 11570 13589 14195 14557 15088 16127 16197 17047 17450 18872 300 11570 12434 12962 14301 14551 6001 15636 6233 8384 18919 14195 168 14453 11279 14195 1775 11199 13589 4278 5286 5822 6955 17450 14195 5286 11279 14557 14195 12962 6955 18872 11279 14557 16197 17450 15408 9452 9469 11199 11570 13589 4278 14195 14557 5821 5822 16197 6955 17450 1081 1980 4278 9469 11199 11570 12962 13589 11279 5286 6955 14453 9469 11199 11570 12962 13589 5821 5822 15636 16127 17450 18872 18874 18919 11199 11279 4278 14195 14557 4278 6587 6955 15050 2851 5286 9452 12962 4278 5286 6001 16127 6955 17450 10721 14195 11279 14557 9349 11570 6955 18872 14557 9469 11279 14557 14851 14195 11199 5286 14557 1775 11570 5286 6955 14557 1775 11279 4278 5286 6955 17450 6955 14195 14557 14557 14078 6955 5286 6955 12434 13459 4278 5286 6955 11570 11279 14557 14557 11279 9469 11199 11570 12962 13589 4278 5286 15636 16127 6955 17450 18919 11199 9469 11199 11570 15636 11279 14195 14453 9452 9469 1775 11199 15636 16127 6955 17450 18872 18919 850 1970 14195 11750 14453 9322 9452 9469 1775 11199 11279 11570 2851 12434 3231 5822 6132 18919 6955 11279 9469 6955 11279 14557 16201 11199 5286 9469 1775 12434 16201 17373 11199 14195 915 11279 11279 9452 9469 1775 11199 11570 4278 5286 5822 15636 16127 6955 17450 18874 11279 14557 5286 10332 10686 17083 5286 9452 13587 5286 1775 2219 14195 9469 1775 11570 5822 14195 14453 1775 11199 13459 5286 6955 9109 9469 5286 14453 18874 18919 9452 1980 13010 3494 13589 4278 5286 5822 6392 6955 18033 11279 14557 9469 5286 6955 17450 14453 14453 11279 14557 11279 14557 11199 3494 4278 6392 6955 14453 9322 4278 5286 6955 10495 9469 10721 11279 11570 14557 5822 6955 14195 12738 13459 13589 5822 16127 18872 9452 1775 11199 5286 5822 6955 18919 17450 9469 11279 3231 13459 14195 5286 14557 16197 6955 17450 2201 14195 14453 14453 1775 5286 5822 6955 17450 14453 9469 1775 17450 9452 1463 14453 11279 11570 12962 16197 16201 16648 17450 5286 11279 280 283 284 5286 14453 9469 11199 11570 12434 12962 4278 5286 5822 6955 18874 11199 11279 16202 6955 11279 14557 14453 11279 11279 6955 18874 14195 11279 14557 16648 9452 9469 11199 11570 12434 12962 5822 16201 6955 18874 18919 14453 9469 5286 9452 1775 5286 11279 14557 6955 5286 11199 16648 16888 1775 12962 4278 5822 17450 9469 11570 6955 17450 11199 5286 17450 11570 14195 14195 11199 11570 4278 5286 6955 18919 11199 5286 11279 2335 14195 14195 14195 5821 16127 18872 1121 1428 1775 11199 10721 14195 11570 15592 15636 16197 6955 17450 18872 12738 13010 14195 9469 11199 11570 12962 13459 4278 5822 6955 17450 18872 18874 18919 4278 6955 9109 3231 14533 14849 5768 15978 16047 18033 8532 14195 1145 3231 14453 1775 1775 11199 11279 14557 11199 14557 8344 8345 14195 14195 
112,4792 12314 12314 3632 13534 13977 7158 13977 14422 13736 14422 3918 12314 11745 3632 3918 13977 4792 7729 12314 3918 9172 3918 13977 3918 13977 14422 3918 9172 12541 3918 12314 1428 9172 9705 3918 13977 14422 9172 
114,1465 14690 5979 14090 14636 
115,31 40 49 57 65 73 81 87 
116,8085 12677 13243 13795 15023 18520 19292 9400 1183 3202 4687 8798 9337 9400 902 1183 12677 3202 3624 13795 15023 6099 6191 18520 129 1183 3624 6099 18520 3624 18353 9337 12677 3624 15023 
117,11570 304 11761 18520 18268 
118,1428 
121,9821 10571 10571 17148 10571 15611 15692 17148 10571 4399 119 1547 10571 1713 11048 11085 14326 15520 15883 16484 18520 10571 17148 8180 
122,5992 1463 11303 1428 
123,3632 18770 19231 12025 922 11678 12189 14308 14528 5121 15187 6004 16438 17830 18770 11678 12189 12787 14308 14528 14989 16438 17830 3634 11678 17830 14989 10695 14195 14257 14266 16846 16920 17830 17830 1955 7967 8787 11020 12787 3632 14195 14989 11678 16438 17830 1955 12189 3632 16438 17830 8786 921 1955 11678 12189 12787 14308 15377 17414 18770 19231 16438 17830 12787 12877 14195 15377 7967 8265 9072 10004 921 11020 12409 12787 3632 13539 13695 13857 14114 14195 5370 5682 14954 15377 15442 17414 17716 17893 18234 18246 
